"No.","Time","Source","Destination","Protocol","Length","Info"
"647","46.374186749","10.61.68.21","172.217.167.33","TCP","66","45004  >  443 [FIN, ACK] Seq=582 Ack=4717 Win=64128 Len=0 TSval=1096813567 TSecr=980718955"
"648","46.381135863","10.61.68.21","172.217.167.33","TLSv1.3","620","Application Data, Application Data, Application Data"
"649","46.394855149","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"650","46.394887064","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=421409 Win=747776 Len=0 TSval=3371065298 TSecr=174956682"
"651","46.394901594","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"652","46.394908280","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=424111 Win=753152 Len=0 TSval=3371065298 TSecr=174956682"
"653","46.394910878","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"654","46.395682204","172.217.167.14","10.61.68.21","TLSv1.3","9523","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"655","46.395697878","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=434919 Win=774784 Len=0 TSval=3371065299 TSecr=174956692"
"656","46.395714513","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"657","46.395721940","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=438972 Win=782848 Len=0 TSval=3371065299 TSecr=174956692"
"658","46.418115894","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"659","46.418143584","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=443025 Win=791040 Len=0 TSval=3371065321 TSecr=174956702"
"660","46.418165769","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=4716 Ack=582 Win=64896 Len=0 TSval=450323472 TSecr=1096813564"
"661","46.418176191","172.217.167.33","10.61.68.21","TCP","66","443  >  45004 [ACK] Seq=4717 Ack=582 Win=64896 Len=0 TSval=980718995 TSecr=1096813564"
"662","46.418181872","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data, Application Data"
"663","46.418188238","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=447078 Win=799104 Len=0 TSval=3371065321 TSecr=174956702"
"664","46.470438500","216.58.196.202","10.61.68.21","TCP","66","443  >  43404 [ACK] Seq=1740 Ack=1128 Win=64384 Len=0 TSval=4288565488 TSecr=4001456127"
"665","46.470459655","172.217.167.33","10.61.68.21","TLSv1.3","630","Application Data, Application Data"
"666","46.470468711","172.217.167.33","10.61.68.21","TLSv1.3","630","Application Data, Application Data"
"667","46.470486253","10.61.68.21","172.217.167.33","TCP","54","45004  >  443 [RST] Seq=582 Win=0 Len=0"
"668","46.470499652","172.217.167.33","10.61.68.21","TCP","66","443  >  45004 [ACK] Seq=5281 Ack=583 Win=64896 Len=0 TSval=980719025 TSecr=1096813567"
"669","46.470506305","10.61.68.21","172.217.167.33","TCP","54","45004  >  443 [RST] Seq=583 Win=0 Len=0"
"670","46.470509273","172.217.167.33","10.61.68.21","TCP","66","443  >  45004 [FIN, ACK] Seq=5281 Ack=583 Win=64896 Len=0 TSval=980719025 TSecr=1096813567"
"671","46.470512367","10.61.68.21","172.217.167.33","TCP","54","45004  >  443 [RST] Seq=583 Win=0 Len=0"
"672","46.470514765","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5280 Ack=1136 Win=64384 Len=0 TSval=450323502 TSecr=1096813574"
"673","46.470521064","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"674","46.470640991","10.61.68.21","172.217.167.33","TLSv1.3","97","Application Data"
"675","46.471359457","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"676","46.471378118","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=449780 Win=804480 Len=0 TSval=3371065374 TSecr=174956732"
"677","46.483658166","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"678","46.483702154","172.217.167.14","10.61.68.21","TCP","1417","443  >  59334 [ACK] Seq=451131 Ack=3577 Win=61952 Len=1351 TSval=174956732 TSecr=3371065298 [TCP segment of a reassembled PDU]"
"679","46.483724113","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=452482 Win=809856 Len=0 TSval=3371065387 TSecr=174956732"
"680","46.483745821","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"681","46.483784367","172.217.167.33","10.61.68.21","TLSv1.3","97","Application Data"
"682","46.483795337","172.217.167.33","10.61.68.21","TLSv1.3","283","Application Data"
"683","46.483802713","172.217.167.33","10.61.68.21","TLSv1.3","165","Application Data"
"684","46.483810350","172.217.167.14","10.61.68.21","TLSv1.3","14927","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"685","46.483840609","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=468694 Win=842368 Len=0 TSval=3371065387 TSecr=174956732"
"686","46.483875272","192.168.108.122","10.61.68.21","DNS","140","Standard query response 0x8b16 A fonts.gstatic.com CNAME gstaticadssl.l.google.com A 172.217.167.3 OPT"
"687","46.483941281","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5627 Ack=1167 Win=64320 Len=0 TSval=450323562 TSecr=1096813663"
"688","46.483957348","172.217.167.14","10.61.68.21","TLSv1.3","8172","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"689","46.483970819","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=476800 Win=858496 Len=0 TSval=3371065387 TSecr=174956752"
"690","46.483978599","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"691","46.484152779","10.61.68.21","172.217.167.33","TCP","66","45002  >  443 [ACK] Seq=1167 Ack=5627 Win=64128 Len=0 TSval=1096813677 TSecr=450323502"
"692","46.484156707","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"693","46.484176708","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=479502 Win=864000 Len=0 TSval=3371065387 TSecr=174956802"
"694","46.484886925","10.61.68.21","172.217.167.33","TLSv1.3","105","Application Data"
"695","46.485897476","10.61.68.21","172.217.167.3","TCP","74","52268  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=31969604 TSecr=0 WS=128"
"696","46.489966684","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data, Application Data"
"697","46.490017170","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=482204 Win=869376 Len=0 TSval=3371065393 TSecr=174956802"
"698","46.509676262","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"699","46.509725116","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"700","46.509749408","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=487608 Win=880128 Len=0 TSval=3371065413 TSecr=174956812"
"701","46.510487425","172.217.167.14","10.61.68.21","TLSv1.3","6821","Application Data, Application Data, Application Data, Application Data, Application Data"
"702","46.510502681","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=494363 Win=893696 Len=0 TSval=3371065413 TSecr=174956812"
"703","46.521511988","172.217.167.14","10.61.68.21","TLSv1.3","13576","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"704","46.521554744","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=507873 Win=920704 Len=0 TSval=3371065424 TSecr=174956812"
"705","46.521591114","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"706","46.521603601","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=510575 Win=926080 Len=0 TSval=3371065424 TSecr=174956822"
"707","46.522439029","10.61.68.21","172.217.167.33","TLSv1.3","136","Application Data, Application Data"
"708","46.532101333","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5627 Ack=1206 Win=64320 Len=0 TSval=450323612 TSecr=1096813678"
"709","46.532132826","172.217.167.3","10.61.68.21","TCP","74","443  >  52268 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1363 WS=64 SACK_PERM=1 TSval=3600139920 TSecr=31969604"
"710","46.532175105","10.61.68.21","172.217.167.3","TCP","66","52268  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=31969650 TSecr=3600139920"
"711","46.532617366","10.61.68.21","172.217.167.3","TLSv1.3","645","Client Hello"
"712","46.537233237","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"713","46.537279400","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=513277 Win=931456 Len=0 TSval=3371065440 TSecr=174956852"
"714","46.537309454","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"715","46.537320928","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=518681 Win=942336 Len=0 TSval=3371065440 TSecr=174956852"
"716","46.541032070","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"717","46.541064937","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=524085 Win=953088 Len=0 TSval=3371065444 TSecr=174956852"
"718","46.541824004","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"719","46.541866431","172.217.167.14","10.61.68.21","TLSv1.3","9523","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"720","46.541879569","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=534893 Win=974720 Len=0 TSval=3371065445 TSecr=174956852"
"721","46.552124550","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"722","46.552163320","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=538946 Win=982784 Len=0 TSval=3371065455 TSecr=174956852"
"723","46.552188771","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"724","46.552963171","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5627 Ack=1276 Win=64256 Len=0 TSval=450323622 TSecr=1096813715"
"725","46.552989660","172.217.167.3","10.61.68.21","TCP","66","443  >  52268 [ACK] Seq=1 Ack=580 Win=64896 Len=0 TSval=3600139940 TSecr=31969650"
"726","46.553001182","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"727","46.553017213","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=541648 Win=988288 Len=0 TSval=3371065456 TSecr=174956852"
"728","46.553059918","172.217.167.14","10.61.68.21","TLSv1.3","8172","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"729","46.553072068","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=549754 Win=995072 Len=0 TSval=3371065456 TSecr=174956862"
"730","46.553096002","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"731","46.553106095","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=555158 Win=999168 Len=0 TSval=3371065456 TSecr=174956862"
"732","46.553119566","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"733","46.553170058","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=559211 Win=999168 Len=0 TSval=3371065456 TSecr=174956862"
"734","46.564457945","172.217.167.14","10.61.68.21","TLSv1.3","6821","Application Data, Application Data, Application Data, Application Data, Application Data"
"735","46.564489363","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"736","46.564595218","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=567317 Win=999168 Len=0 TSval=3371065467 TSecr=174956862"
"737","46.565267606","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"738","46.565293603","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=570019 Win=1003264 Len=0 TSval=3371065468 TSecr=174956882"
"739","46.565327331","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"740","46.565342678","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"741","46.565353636","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"742","46.565359937","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data, Application Data"
"743","46.565407128","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=580827 Win=1003264 Len=0 TSval=3371065468 TSecr=174956882"
"744","46.578337066","10.61.68.21","172.217.167.33","TLSv1.3","183","Application Data"
"745","46.592927885","172.217.167.3","10.61.68.21","TLSv1.3","278","Server Hello, Change Cipher Spec, Application Data"
"746","46.592973481","10.61.68.21","172.217.167.3","TCP","66","52268  >  443 [ACK] Seq=580 Ack=213 Win=64128 Len=0 TSval=31969711 TSecr=3600139960"
"747","46.592993703","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"748","46.593008741","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"749","46.593018302","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=583529 Win=1003264 Len=0 TSval=3371065496 TSecr=174956882"
"750","46.593036370","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"751","46.593043295","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"752","46.593466215","10.61.68.21","172.217.167.3","TLSv1.3","130","Change Cipher Spec, Application Data"
"753","46.593731210","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"754","46.593761534","172.217.167.14","10.61.68.21","TLSv1.3","8172","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"755","46.593773788","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"756","46.594637708","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=602443 Win=984448 Len=0 TSval=3371065497 TSecr=174956882"
"757","46.623589196","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"758","46.623638774","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=607847 Win=999168 Len=0 TSval=3371065526 TSecr=174956892"
"759","46.623711265","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5627 Ack=1393 Win=64128 Len=0 TSval=450323672 TSecr=1096813771"
"760","46.623731121","172.217.167.33","10.61.68.21","TLSv1.3","181","Application Data"
"761","46.623743462","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"762","46.623807647","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=613251 Win=1005312 Len=0 TSval=3371065527 TSecr=174956892"
"763","46.624468795","10.61.68.21","172.217.167.33","TLSv1.3","105","Application Data"
"764","46.624848686","10.61.68.21","172.217.167.33","TLSv1.3","101","Application Data"
"765","46.630275964","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"766","46.630523931","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=615953 Win=1005312 Len=0 TSval=3371065533 TSecr=174956942"
"767","46.644241546","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"768","46.644387294","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=618655 Win=1005312 Len=0 TSval=3371065547 TSecr=174956942"
"769","46.645099533","172.217.167.3","10.61.68.21","TCP","66","443  >  52268 [ACK] Seq=213 Ack=644 Win=64832 Len=0 TSval=3600140020 TSecr=31969711"
"770","46.645144516","172.217.167.14","10.61.68.21","TLSv1.3","14927","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"771","46.645161308","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"772","46.645173387","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"773","46.645197281","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=637569 Win=986496 Len=0 TSval=3371065548 TSecr=174956942"
"774","46.657202964","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"775","46.657242436","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=640271 Win=1003264 Len=0 TSval=3371065560 TSecr=174956942"
"776","46.657281244","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"777","46.657379991","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=645675 Win=1005312 Len=0 TSval=3371065560 TSecr=174956942"
"778","46.670364239","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5742 Ack=1432 Win=64064 Len=0 TSval=450323712 TSecr=1096813817"
"779","46.670392663","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5742 Ack=1467 Win=64064 Len=0 TSval=450323722 TSecr=1096813818"
"780","46.670404050","172.217.167.3","10.61.68.21","TLSv1.3","630","Application Data, Application Data"
"781","46.670422731","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"782","46.670450311","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"783","46.670542331","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=652430 Win=1005312 Len=0 TSval=3371065573 TSecr=174956962"
"784","46.679995126","172.217.167.14","10.61.68.21","TLSv1.3","12225","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"785","46.680040661","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"786","46.680154801","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=668642 Win=1005312 Len=0 TSval=3371065583 TSecr=174956962"
"787","46.680785237","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"788","46.680802567","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"789","46.680820517","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"790","46.680831555","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=674046 Win=1005312 Len=0 TSval=3371065584 TSecr=174956962"
"791","46.680837970","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data, Application Data"
"792","46.680880459","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=684854 Win=1005312 Len=0 TSval=3371065584 TSecr=174956992"
"793","46.683283249","10.61.68.21","172.217.167.33","TLSv1.3","181","Application Data"
"794","46.693249517","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"795","46.693281835","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"796","46.693395027","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=687556 Win=1005312 Len=0 TSval=3371065596 TSecr=174956992"
"797","46.694095532","172.217.167.14","10.61.68.21","TLSv1.3","14927","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"798","46.694150680","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=702417 Win=1005312 Len=0 TSval=3371065597 TSecr=174957002"
"799","46.698083852","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"800","46.698142397","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"801","46.698184928","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5742 Ack=1582 Win=63936 Len=0 TSval=450323772 TSecr=1096813876"
"802","46.698220431","172.217.167.33","10.61.68.21","TLSv1.3","180","Application Data"
"803","46.698229366","172.217.167.14","10.61.68.21","TLSv1.3","10874","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"804","46.698397513","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=718629 Win=1005312 Len=0 TSval=3371065601 TSecr=174957002"
"805","46.698923225","10.61.68.21","172.217.167.33","TLSv1.3","105","Application Data"
"806","46.699812028","10.61.68.21","172.217.167.33","TLSv1.3","101","Application Data"
"807","46.711859880","10.61.68.21","172.217.167.3","TCP","66","52268  >  443 [ACK] Seq=644 Ack=777 Win=63616 Len=0 TSval=31969830 TSecr=3600140030"
"808","46.721126975","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"809","46.721168154","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"810","46.721187470","172.217.167.14","10.61.68.21","TLSv1.3","6821","Application Data, Application Data, Application Data, Application Data, Application Data"
"811","46.721295539","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=730788 Win=1005312 Len=0 TSval=3371065624 TSecr=174957022"
"812","46.721920075","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"813","46.721950250","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"814","46.722036485","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=741596 Win=1005312 Len=0 TSval=3371065625 TSecr=174957022"
"815","46.728616667","172.217.167.14","10.61.68.21","TLSv1.3","6821","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"816","46.728678563","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5856 Ack=1621 Win=63872 Len=0 TSval=450323792 TSecr=1096813892"
"817","46.728695046","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5856 Ack=1656 Win=63872 Len=0 TSval=450323792 TSecr=1096813893"
"818","46.728706614","172.217.167.14","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"819","46.728728438","172.217.167.14","10.61.68.21","TLSv1.3","6821","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"820","46.728780110","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3577 Ack=759159 Win=987776 Len=0 TSval=3371065632 TSecr=174957022"
"821","46.730344183","10.61.68.21","172.217.167.14","TLSv1.3","105","Application Data"
"822","46.732246558","10.61.68.21","172.217.167.33","TLSv1.3","183","Application Data"
"823","46.733400302","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"824","46.733528794","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3616 Ack=764563 Win=1005312 Len=0 TSval=3371065636 TSecr=174957042"
"825","46.742090357","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"826","46.742139398","172.217.167.14","10.61.68.21","TLSv1.3","6821","Application Data, Application Data, Application Data, Application Data, Application Data"
"827","46.742183842","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3616 Ack=774020 Win=1005312 Len=0 TSval=3371065645 TSecr=174957062"
"828","46.758027362","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data, Application Data"
"829","46.760080003","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"830","46.760105382","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3616 Ack=776722 Win=1005312 Len=0 TSval=3371065663 TSecr=174957062"
"831","46.760126817","172.217.167.14","10.61.68.21","TLSv1.3","10874","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"832","46.760133066","172.217.167.14","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"833","46.760138998","172.217.167.14","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data, Application Data"
"834","46.760141117","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=794285 Ack=3616 Win=61888 Len=0 TSval=174957062 TSecr=3371065633"
"835","46.760154622","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3616 Ack=788881 Win=998784 Len=0 TSval=3371065663 TSecr=174957062"
"836","46.760209687","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3616 Ack=794285 Win=1005312 Len=0 TSval=3371065663 TSecr=174957062"
"837","46.785895700","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5856 Ack=1773 Win=63744 Len=0 TSval=450323862 TSecr=1096813925"
"838","46.793021263","172.217.167.14","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"839","46.793113245","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3616 Ack=796987 Win=1005312 Len=0 TSval=3371065696 TSecr=174957092"
"840","46.793508355","172.217.167.14","10.61.68.21","TLSv1.3","1156","Application Data, Application Data, Application Data, Application Data"
"841","46.793518228","172.217.167.33","10.61.68.21","TLSv1.3","181","Application Data"
"842","46.794248249","10.61.68.21","172.217.167.33","TLSv1.3","105","Application Data"
"843","46.797340383","10.61.68.21","172.217.167.33","TLSv1.3","101","Application Data"
"844","46.804537849","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5971 Ack=1812 Win=63680 Len=0 TSval=450323892 TSecr=1096813987"
"845","46.804555698","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5971 Ack=1847 Win=63680 Len=0 TSval=450323892 TSecr=1096813990"
"846","46.835838818","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=3616 Ack=798077 Win=1005312 Len=0 TSval=3371065739 TSecr=174957092"
"847","46.912612299","10.61.68.21","172.217.167.33","TLSv1.3","183","Application Data"
"848","46.944199961","10.61.68.21","172.217.167.33","TLSv1.3","184","Application Data"
"849","46.949483774","172.217.167.33","10.61.68.21","TCP","66","443  >  45002 [ACK] Seq=5971 Ack=1964 Win=63552 Len=0 TSval=450324002 TSecr=1096814105"
"850","46.949505711","172.217.167.33","10.61.68.21","TLSv1.3","181","Application Data"
"851","46.949857677","10.61.68.21","172.217.167.33","TLSv1.3","105","Application Data"
